"Lambda(microns)","THROUGHPUT","THROUGHPUT"
0.4203,2.8279821364983E-007,1.4139910682492E-006
0.4204,2.7741990212447E-007,1.3870995106224E-006
0.4205,2.7203962239955E-007,1.3601981119978E-006
0.4206,2.6668026904587E-007,1.3334013452294E-006
0.4207,2.6129558992483E-007,1.3064779496242E-006
0.4208,2.559089417191E-007,1.2795447085955E-006
0.4209,2.5052032418995E-007,1.2526016209498E-006
0.421,2.4512973709863E-007,1.2256486854932E-006
0.42105859375,2.4198233692541E-007,1.2099116846271E-006
0.4211,2.4341771243062E-007,1.2170885621531E-006
0.4212,2.4686437814375E-007,1.2343218907188E-006
0.4213,2.5031227712247E-007,1.2515613856123E-006
0.4214,2.5376140951365E-007,1.2688070475682E-006
0.4215,2.5721177546419E-007,1.2860588773209E-006
0.4216,2.6068575145212E-007,1.3034287572606E-006
0.4217,2.6413888136636E-007,1.3206944068318E-006
0.4218,2.6759324538657E-007,1.3379662269328E-006
0.4219,2.7104884365968E-007,1.3552442182984E-006
0.422,2.7450567633261E-007,1.3725283816631E-006
0.42205883789062,2.7655406971852E-007,1.3827703485926E-006
0.4221,2.7720472186224E-007,1.3860236093112E-006
0.4222,2.787620770339E-007,1.3938103851695E-006
0.4223,2.8031997896308E-007,1.4015998948154E-006
0.4224,2.8187842771407E-007,1.4093921385703E-006
0.4225,2.8343742335118E-007,1.4171871167559E-006
0.4226,2.8502142695779E-007,1.425107134789E-006
0.4227,2.8658165046107E-007,1.4329082523054E-006
0.4228,2.8814242109036E-007,1.4407121054518E-006
0.4229,2.8970373890996E-007,1.4485186945498E-006
0.423,2.912656039842E-007,1.456328019921E-006
0.42305913085938,2.9219749811822E-007,1.4609874905911E-006
0.4231,2.9287024709658E-007,1.4643512354829E-006
0.4232,2.9449159061291E-007,1.4724579530646E-006
0.4233,2.9611338008234E-007,1.4805669004117E-006
0.4234,2.9773561551698E-007,1.4886780775849E-006
0.4235,2.9935829692893E-007,1.4967914846446E-006
0.4236,3.010072220617E-007,1.5050361103085E-006
0.4237,3.0263093462435E-007,1.5131546731218E-006
0.4238,3.0425509323884E-007,1.5212754661942E-006
0.4239,3.0587969791727E-007,1.5293984895863E-006
0.424,3.0750474867171E-007,1.5375237433586E-006
0.424059375,3.0848540775523E-007,1.5424270387762E-006
0.4241,3.0660441922384E-007,1.5330220961192E-006
0.4242,3.0194690033779E-007,1.509734501689E-006
0.4243,2.9728806669126E-007,1.4864403334563E-006
0.4244,2.9262791825083E-007,1.4631395912541E-006
0.4245,2.879664549831E-007,1.4398322749155E-006
0.4246,2.8332798419774E-007,1.4166399209887E-006
0.4247,2.786634909979E-007,1.3933174549895E-006
0.4248,2.7399768275776E-007,1.3699884137888E-006
0.4249,2.6933055944394E-007,1.3466527972197E-006
0.425,2.6466212102307E-007,1.3233106051153E-006
0.42505966796875,2.6187585933508E-007,1.3093792966754E-006
0.4251,2.6036825335457E-007,1.3018412667728E-006
0.4252,2.5665154594342E-007,1.2832577297171E-006
0.4253,2.5291144977702E-007,1.2645572488851E-006
0.4254,2.4917030240625E-007,1.2458515120313E-006
0.4255,2.4542810380573E-007,1.2271405190286E-006
0.4256,2.4168485395005E-007,1.2084242697503E-006
0.4257,2.3796096451623E-007,1.1898048225812E-006
0.4258,2.342152907795E-007,1.1710764538975E-006
0.4259,2.3046856562129E-007,1.1523428281064E-006
0.426,2.2672078901623E-007,1.1336039450811E-006
0.42605991210937,2.2447482930768E-007,1.1223741465384E-006
0.4261,2.20192376379E-007,1.100961881895E-006
0.4262,2.0952560913905E-007,1.0476280456952E-006
0.4263,1.9883698646079E-007,9.9418493230395E-007
0.4264,1.8814539583458E-007,9.4072697917288E-007
0.4265,1.7745083719387E-007,8.8725418596936E-007
0.4266,1.6675331047216E-007,8.337665523608E-007
0.4267,1.5606620027899E-007,7.8033100139497E-007
0.4268,1.4536181915794E-007,7.2680909578972E-007
0.4269,1.3465446950181E-007,6.7327234750907E-007
0.427,1.2394415124413E-007,6.1972075622064E-007
0.42706015625,1.1749976175191E-007,5.8749880875953E-007
0.4271,1.1831890513863E-007,5.9159452569317E-007
0.4272,1.2037518783648E-007,6.0187593918239E-007
0.4273,1.2244253330637E-007,6.1221266653187E-007
0.4274,1.2450011777857E-007,6.2250058889284E-007
0.4275,1.265582649794E-007,6.3279132489699E-007
0.4276,1.2861697492069E-007,6.4308487460347E-007
0.4277,1.3067624761428E-007,6.5338123807142E-007
0.4278,1.3274745234824E-007,6.6373726174119E-007
0.4279,1.3480802706169E-007,6.7404013530843E-007
0.428,1.3686916461111E-007,6.8434582305554E-007
0.42806044921875,1.3811532697148E-007,6.9057663485739E-007
0.4281,1.3701088130923E-007,6.8505440654613E-007
0.4282,1.3421786873417E-007,6.7108934367085E-007
0.4283,1.3143535501824E-007,6.5717677509121E-007
0.4284,1.2864056178435E-007,6.4320280892176E-007
0.4285,1.2584499794634E-007,6.2922498973172E-007
0.4286,1.2304866348924E-007,6.1524331744619E-007
0.4287,1.2025155839806E-007,6.0125779199028E-007
0.4288,1.1745368265782E-007,5.8726841328912E-007
0.4289,1.1466486686349E-007,5.7332433431746E-007
0.429,1.118652097561E-007,5.5932604878048E-007
0.42906069335938,1.1016557559934E-007,5.5082787799672E-007
0.4291,1.1381141954979E-007,5.6905709774897E-007
0.4292,1.2308856500607E-007,6.1544282503034E-007
0.4293,1.3236823173565E-007,6.6184115867825E-007
0.4294,1.4166256395535E-007,7.0831281977673E-007
0.4295,1.5094806937164E-007,7.547403468582E-007
0.4296,1.602360964077E-007,8.0118048203849E-007
0.4297,1.6952664510693E-007,8.4763322553467E-007
0.4298,1.7881971551275E-007,8.9409857756376E-007
0.4299,1.8813143405257E-007,9.4065717026287E-007
0.43,1.9743034509239E-007,9.8715172546194E-007
0.43006098632812,2.0310258984218E-007,1.0155129492109E-006
0.4301,2.0474723636523E-007,1.0237361818262E-006
0.4302,2.0896358991365E-007,1.0448179495682E-006
0.4303,2.1318107860751E-007,1.0659053930375E-006
0.4304,2.1739970246485E-007,1.0869985123242E-006
0.4305,2.2163845843827E-007,1.1081922921914E-006
0.4306,2.2585971448626E-007,1.1292985724313E-006
0.4307,2.3008210584909E-007,1.1504105292455E-006
0.4308,2.343056325448E-007,1.171528162724E-006
0.4309,2.3853029459139E-007,1.1926514729569E-006
0.431,2.4277689896261E-007,1.2138844948131E-006
0.43106123046875,2.4536508538832E-007,1.2268254269416E-006
0.4311,2.474602370639E-007,1.2373011853195E-006
0.4312,2.5286536149015E-007,1.2643268074507E-006
0.4313,2.5827193472798E-007,1.2913596736399E-006
0.4314,2.6367995679847E-007,1.3183997839924E-006
0.4315,2.6908942772271E-007,1.3454471386135E-006
0.4316,2.7452384526425E-007,1.3726192263212E-006
0.4317,2.7993667726802E-007,1.3996833863401E-006
0.4318,2.8535095831274E-007,1.4267547915637E-006
0.4319,2.9076668841947E-007,1.4538334420973E-006
0.432,2.9618386760924E-007,1.4809193380462E-006
0.43206147460938,2.9953055725061E-007,1.497652786253E-006
0.4321,3.0303076141915E-007,1.5151538070957E-006
0.4322,3.1209222458899E-007,1.560461122945E-006
0.4323,3.2115611769103E-007,1.6057805884552E-006
0.4324,3.3022244076064E-007,1.6511122038032E-006
0.4325,3.3929119383318E-007,1.6964559691659E-006
0.4326,3.48362376944E-007,1.74181188472E-006
0.4327,3.5746661858219E-007,1.787333092911E-006
0.4328,3.6654343959574E-007,1.8327171979787E-006
0.4329,3.7562269096179E-007,1.878113454809E-006
0.433,3.8470437271568E-007,1.9235218635784E-006
0.43306176757812,3.9031504544662E-007,1.9515752272331E-006
0.4331,3.8988251280347E-007,1.9494125640173E-006
0.4332,3.8878427830546E-007,1.9439213915273E-006
0.4333,3.876523206428E-007,1.938261603214E-006
0.4334,3.8652004572336E-007,1.9326002286168E-006
0.4335,3.8538745354266E-007,1.9269372677133E-006
0.4336,3.8425454409626E-007,1.9212727204813E-006
0.4337,3.8312131737972E-007,1.9156065868986E-006
0.4338,3.8202050005976E-007,1.9101025002988E-006
0.4339,3.8088654164639E-007,1.904432708232E-006
0.434,3.7975226592235E-007,1.8987613296118E-006
0.43406201171875,3.7904864819155E-007,1.8952432409577E-006
0.4341,3.7713356381359E-007,1.885667819068E-006
0.4342,3.7209137421642E-007,1.8604568710821E-006
0.4343,3.6704782332483E-007,1.8352391166241E-006
0.4344,3.6203392293938E-007,1.8101696146969E-006
0.4345,3.5698721710577E-007,1.7849360855288E-006
0.4346,3.5193914980865E-007,1.7596957490432E-006
0.4347,3.4688972103054E-007,1.7344486051527E-006
0.4348,3.4183893075397E-007,1.7091946537699E-006
0.4349,3.3681562810971E-007,1.6840781405485E-006
0.435,3.3176168189997E-007,1.6588084094998E-006
0.43506225585938,3.2861449072168E-007,1.6430724536084E-006
0.4351,3.2851845253583E-007,1.6425922626792E-006
0.4352,3.282639528841E-007,1.6413197644205E-006
0.4353,3.2800937429158E-007,1.6400468714579E-006
0.4354,3.2775471675733E-007,1.6387735837866E-006
0.4355,3.2752799808463E-007,1.6376399904231E-006
0.4356,3.272731608644E-007,1.636365804322E-006
0.4357,3.2701824469279E-007,1.635091223464E-006
0.4358,3.2676324956884E-007,1.6338162478442E-006
0.4359,3.2650817549158E-007,1.6325408774579E-006
0.436,3.2625302246006E-007,1.6312651123003E-006
0.43606254882813,3.2611069443211E-007,1.6305534721606E-006
0.4361,3.2336334780838E-007,1.6168167390419E-006
0.4362,3.1599826656047E-007,1.5799913328023E-006
0.4363,3.0863123057934E-007,1.5431561528967E-006
0.4364,3.0126223984779E-007,1.506311199239E-006
0.4365,2.9389129434866E-007,1.4694564717433E-006
0.4366,2.8654293092125E-007,1.4327146546062E-006
0.4367,2.791674442677E-007,1.3958372213385E-006
0.4368,2.7179000262765E-007,1.3589500131383E-006
0.4369,2.6441060598393E-007,1.3220530299197E-006
0.437,2.570292543194E-007,1.285146271597E-006
0.43706279296875,2.523932114098E-007,1.261966057049E-006
0.4371,2.5371132782709E-007,1.2685566391355E-006
0.4372,2.5727664335389E-007,1.2863832167695E-006
0.4373,2.6082115553698E-007,1.3041057776849E-006
0.4374,2.6436658984818E-007,1.3218329492409E-006
0.4375,2.6791294629425E-007,1.3395647314713E-006
0.4376,2.7146022488192E-007,1.3573011244096E-006
0.4377,2.7500842561792E-007,1.3750421280896E-006
0.4378,2.7858139952963E-007,1.3929069976481E-006
0.4379,2.8213174854909E-007,1.4106587427455E-006
0.438,2.8568301981602E-007,1.4284150990801E-006
0.4380630859375,2.879238199415E-007,1.4396190997075E-006
0.4381,2.8975253263846E-007,1.4487626631923E-006
0.4382,2.947073877099E-007,1.4735369385495E-006
0.4383,2.9966353126236E-007,1.4983176563118E-006
0.4384,3.0464704372824E-007,1.5232352186412E-006
0.4385,3.0960618881504E-007,1.5480309440752E-006
0.4386,3.1456662251972E-007,1.5728331125986E-006
0.4387,3.1952834485112E-007,1.5976417242556E-006
0.4388,3.2449135581806E-007,1.6224567790903E-006
0.4389,3.2945565542938E-007,1.6472782771469E-006
0.439,3.3444987304661E-007,1.6722493652331E-006
0.43906333007812,3.3759545001559E-007,1.6879772500779E-006
0.4391,3.3705078859522E-007,1.6852539429761E-006
0.4392,3.3556520750047E-007,1.6778260375024E-006
0.4393,3.3407922730981E-007,1.670396136549E-006
0.4394,3.3259284802075E-007,1.6629642401038E-006
0.4395,3.3110606963084E-007,1.6555303481542E-006
0.4396,3.2964707432167E-007,1.6482353716084E-006
0.4397,3.2815937053589E-007,1.6407968526795E-006
0.4398,3.2667126760774E-007,1.6333563380387E-006
0.4399,3.2518276553474E-007,1.6259138276737E-006
0.44,3.2369386431444E-007,1.6184693215722E-006
0.44006362304688,3.2276395011048E-007,1.6138197505524E-006
0.4401,3.2430969450192E-007,1.6215484725096E-006
0.4402,3.2853205355942E-007,1.6426602677971E-006
0.4403,3.3275550262335E-007,1.6637775131167E-006
0.4404,3.369800417001E-007,1.6849002085005E-006
0.4405,3.4120567079608E-007,1.7060283539804E-006
0.4406,3.4543238991768E-007,1.7271619495884E-006
0.4407,3.496901253277E-007,1.7484506266385E-006
0.4408,3.5391938645716E-007,1.7695969322858E-006
0.4409,3.5814973772469E-007,1.7907486886235E-006
0.441,3.6238117913667E-007,1.8119058956834E-006
0.4410638671875,3.6508425221837E-007,1.8254212610919E-006
0.4411,3.6378762176999E-007,1.81893810885E-006
0.4412,3.6019846498586E-007,1.8009923249293E-006
0.4413,3.5660836146282E-007,1.7830418073141E-006
0.4414,3.5304752219001E-007,1.7652376109501E-006
0.4415,3.4945521777125E-007,1.7472760888563E-006
0.4416,3.4586196651546E-007,1.7293098325773E-006
0.4417,3.4226776841693E-007,1.7113388420846E-006
0.4418,3.3867262346997E-007,1.6933631173498E-006
0.4419,3.350765316689E-007,1.6753826583445E-006
0.442,3.3150785838273E-007,1.6575392919136E-006
0.44206411132813,3.2920095336663E-007,1.6460047668332E-006
0.4421,3.3046431339049E-007,1.6523215669525E-006
0.4422,3.3398514528775E-007,1.6699257264388E-006
0.4423,3.3750687851745E-007,1.6875343925873E-006
0.4424,3.4102951308357E-007,1.7051475654178E-006
0.4425,3.4455304899009E-007,1.7227652449504E-006
0.4426,3.4810726939113E-007,1.7405363469557E-006
0.4427,3.5163290963496E-007,1.7581645481748E-006
0.4428,3.5515945130822E-007,1.7757972565411E-006
0.4429,3.5868689441489E-007,1.7934344720744E-006
0.443,3.6221523895892E-007,1.8110761947946E-006
0.44306440429688,3.644970060982E-007,1.822485030491E-006
0.4431,3.6549743945226E-007,1.8274871972613E-006
0.4432,3.6834012251196E-007,1.8417006125598E-006
0.4433,3.711524584224E-007,1.855762292112E-006
0.4434,3.7396571827999E-007,1.8698285914E-006
0.4435,3.7677990217339E-007,1.883899510867E-006
0.4436,3.7959501019125E-007,1.8979750509562E-006
0.4437,3.8241104242221E-007,1.9120552121111E-006
0.4438,3.8526091595782E-007,1.9263045797891E-006
0.4439,3.8807903766356E-007,1.9403951883178E-006
0.444,3.9089808392736E-007,1.9544904196368E-006
0.4440646484375,3.9272092715639E-007,1.963604635782E-006
0.4441,3.9218501699734E-007,1.9609250849867E-006
0.4442,3.9066871840408E-007,1.9533435920204E-006
0.4443,3.8915189693459E-007,1.945759484673E-006
0.4444,3.876677118695E-007,1.9383385593475E-006
0.4445,3.8614971465458E-007,1.9307485732729E-006
0.4446,3.8463119436829E-007,1.9231559718415E-006
0.4447,3.8311215096047E-007,1.9155607548024E-006
0.4448,3.8159258438099E-007,1.9079629219049E-006
0.4449,3.8007249457969E-007,1.9003624728984E-006
0.445,3.7858426111055E-007,1.8929213055528E-006
0.44506494140625,3.7759635000371E-007,1.8879817500185E-006
0.4451,3.7661695585496E-007,1.8830847792748E-006
0.4452,3.7382272478595E-007,1.8691136239298E-006
0.4453,3.7102754761956E-007,1.8551377380978E-006
0.4454,3.682314242658E-007,1.841157121329E-006
0.4455,3.6543435463469E-007,1.8271717731734E-006
0.4456,3.6263633863623E-007,1.8131816931812E-006
0.4457,3.5986815239855E-007,1.7993407619927E-006
0.4458,3.5706800392445E-007,1.7853400196223E-006
0.4459,3.5426690873208E-007,1.7713345436604E-006
0.446,3.5146486673143E-007,1.7573243336572E-006
0.44606518554688,3.4963776048857E-007,1.7481888024428E-006
0.4461,3.5069926843584E-007,1.7534963421792E-006
0.4462,3.5374898337676E-007,1.7687449168838E-006
0.4463,3.5683020774594E-007,1.7841510387297E-006
0.4464,3.5988217501894E-007,1.7994108750947E-006
0.4465,3.6293513819073E-007,1.8146756909536E-006
0.4466,3.6598909735451E-007,1.8299454867726E-006
0.4467,3.690440526035E-007,1.8452202630175E-006
0.4468,3.721000040309E-007,1.8605000201545E-006
0.4469,3.7518903271503E-007,1.8759451635752E-006
0.447,3.7824723827439E-007,1.8912361913719E-006
0.4470654296875,3.802487496218E-007,1.901243748109E-006
0.4471,3.7785233060807E-007,1.8892616530403E-006
0.4472,3.7091875979358E-007,1.8545937989679E-006
0.4473,3.6398287553169E-007,1.8199143776584E-006
0.4474,3.5704467760488E-007,1.7852233880244E-006
0.4475,3.5010416579567E-007,1.7505208289783E-006
0.4476,3.4319068230564E-007,1.7159534115282E-006
0.4477,3.3624494822663E-007,1.6812247411332E-006
0.4478,3.2929689941482E-007,1.6464844970741E-006
0.4479,3.2234653565267E-007,1.6117326782633E-006
0.448,3.1539385672267E-007,1.5769692836133E-006
0.44806572265625,3.1082317522305E-007,1.5541158761152E-006
0.4481,3.1013053545496E-007,1.5506526772748E-006
0.4482,3.0813569530125E-007,1.5406784765062E-006
0.4483,3.0611368701112E-007,1.5305684350556E-006
0.4484,3.0409099472909E-007,1.5204549736454E-006
0.4485,3.0206761839017E-007,1.5103380919509E-006
0.4486,3.0004355792941E-007,1.500217789647E-006
0.4487,2.9801881328182E-007,1.4900940664091E-006
0.4488,2.9599338438244E-007,1.4799669219122E-006
0.4489,2.9399240289267E-007,1.4699620144634E-006
0.449,2.9196543202066E-007,1.4598271601033E-006
0.44906596679687,2.9062789920399E-007,1.4531394960199E-006
0.4491,2.9012576556659E-007,1.450628827833E-006
0.4492,2.8865000693854E-007,1.4432500346927E-006
0.4493,2.8717374715702E-007,1.4358687357851E-006
0.4494,2.8569698617458E-007,1.4284849308729E-006
0.4495,2.8424402025981E-007,1.421220101299E-006
0.4496,2.8276613040765E-007,1.4138306520383E-006
0.4497,2.8128773916938E-007,1.4064386958469E-006
0.4498,2.7980884649753E-007,1.3990442324877E-006
0.4499,2.7832945234467E-007,1.3916472617233E-006
0.45,2.7684955666333E-007,1.3842477833167E-006
0.45006625976562,2.7585001340273E-007,1.3792500670137E-006
0.4501,2.7711952654972E-007,1.3855976327486E-006
0.4502,2.8090646072467E-007,1.4045323036234E-006
0.4503,2.8467018024149E-007,1.4233509012075E-006
0.4504,2.8843437245727E-007,1.4421718622863E-006
0.4505,2.9219903739315E-007,1.4609951869658E-006
0.4506,2.9596417507031E-007,1.4798208753516E-006
0.4507,2.997297855099E-007,1.4986489275495E-006
0.4508,3.0349586873308E-007,1.5174793436654E-006
0.4509,3.0728868637561E-007,1.536443431878E-006
0.451,3.110560371961E-007,1.5552801859805E-006
0.45106650390625,3.1356163542344E-007,1.5678081771172E-006
0.4511,3.1486523785256E-007,1.5743261892628E-006
0.4512,3.1875736580918E-007,1.5937868290459E-006
0.4513,3.226499786206E-007,1.613249893103E-006
0.4514,3.2654307630801E-007,1.6327153815401E-006
0.4515,3.3046489878743E-007,1.6523244939371E-006
0.4516,3.3435929908651E-007,1.6717964954325E-006
0.4517,3.3825418436654E-007,1.6912709218327E-006
0.4518,3.421495546487E-007,1.7107477732435E-006
0.4519,3.4604540995418E-007,1.7302270497709E-006
0.452,3.4994175030414E-007,1.7497087515207E-006
0.45206674804687,3.5254271407152E-007,1.7627135703576E-006
0.4521,3.5237216126451E-007,1.7618608063226E-006
0.4522,3.5188927474832E-007,1.7594463737416E-006
0.4523,3.5137621017517E-007,1.7568810508759E-006
0.4524,3.5086307952325E-007,1.7543153976163E-006
0.4525,3.5034988278968E-007,1.7517494139484E-006
0.4526,3.4983661997155E-007,1.7491830998577E-006
0.4527,3.4932329106598E-007,1.7466164553299E-006
0.4528,3.4880989607008E-007,1.7440494803504E-006
0.4529,3.483261961274E-007,1.741630980637E-006
0.453,3.4781262506241E-007,1.7390631253121E-006
0.45306704101563,3.4746828479069E-007,1.7373414239535E-006
0.4531,3.4797517462472E-007,1.7398758731236E-006
0.4532,3.4951324200647E-007,1.7475662100323E-006
0.4533,3.5105149904393E-007,1.7552574952196E-006
0.4534,3.5258994574529E-007,1.7629497287264E-006
0.4535,3.5412858211874E-007,1.7706429105937E-006
0.4536,3.5569776033562E-007,1.7784888016781E-006
0.4537,3.5723690741531E-007,1.7861845370765E-006
0.4538,3.5877624420786E-007,1.7938812210393E-006
0.4539,3.6031577072148E-007,1.8015788536074E-006
0.454,3.6185548696434E-007,1.8092774348217E-006
0.45406728515625,3.6289159650007E-007,1.8144579825003E-006
0.4541,3.6132808481758E-007,1.8066404240879E-006
0.4542,3.5654847627476E-007,1.7827423813738E-006
0.4543,3.5179832254268E-007,1.7589916127134E-006
0.4544,3.4701710980795E-007,1.7350855490397E-006
0.4545,3.4223529910687E-007,1.7111764955343E-006
0.4546,3.3745289041349E-007,1.6872644520674E-006
0.4547,3.3266988370187E-007,1.6633494185093E-006
0.4548,3.2788627894606E-007,1.6394313947303E-006
0.4549,3.2310207612011E-007,1.6155103806006E-006
0.455,3.1834446772495E-007,1.5917223386248E-006
0.455067578125,3.1511033835455E-007,1.5755516917727E-006
0.4551,3.1379062579701E-007,1.5689531289851E-006
0.4552,3.09719850929E-007,1.548599254645E-006
0.4553,3.0564856836913E-007,1.5282428418456E-006
0.4554,3.0157677809556E-007,1.5078838904778E-006
0.4555,2.9750448008647E-007,1.4875224004324E-006
0.4556,2.9343167432004E-007,1.4671583716002E-006
0.4557,2.8938307734969E-007,1.4469153867484E-006
0.4558,2.8530890802309E-007,1.4265445401154E-006
0.4559,2.8123423083027E-007,1.4061711541513E-006
0.456,2.7715904574939E-007,1.385795228747E-006
0.45606782226563,2.7439484611614E-007,1.3719742305807E-006
0.4561,2.717065315631E-007,1.3585326578155E-006
0.4562,2.6335126627975E-007,1.3167563313987E-006
0.4563,2.5499496401496E-007,1.2749748200748E-006
0.4564,2.4665869035654E-007,1.2332934517827E-006
0.4565,2.3829960009678E-007,1.1914980004839E-006
0.4566,2.2993947263441E-007,1.149697363172E-006
0.4567,2.2157830792524E-007,1.1078915396262E-006
0.4568,2.1321610592507E-007,1.0660805296254E-006
0.4569,2.0485286658971E-007,1.0242643329486E-006
0.457,1.9648858987495E-007,9.8244294937477E-007
0.45706806640625,1.9080578396357E-007,9.5402891981784E-007
0.4571,1.8981492084777E-007,9.4907460423887E-007
0.4572,1.8669548555362E-007,9.3347742776811E-007
0.4573,1.8357566469328E-007,9.178783234664E-007
0.4574,1.804554582506E-007,9.0227729125299E-007
0.4575,1.7733486620942E-007,8.8667433104711E-007
0.4576,1.742138885536E-007,8.7106944276801E-007
0.4577,1.7109252526699E-007,8.5546262633495E-007
0.4578,1.6798512047995E-007,8.3992560239974E-007
0.4579,1.6486271926337E-007,8.2431359631684E-007
0.458,1.6173993233461E-007,8.0869966167303E-007
0.458068359375,1.5960501001594E-007,7.9802505007968E-007
0.4581,1.6042353419204E-007,8.0211767096022E-007
0.4582,1.6301068450585E-007,8.1505342252923E-007
0.4583,1.6559815343658E-007,8.2799076718288E-007
0.4584,1.6818594099767E-007,8.4092970498836E-007
0.4585,1.7077404720257E-007,8.5387023601285E-007
0.4586,1.7337725773598E-007,8.6688628867991E-007
0.4587,1.7596622205655E-007,8.7983111028275E-007
0.4588,1.7855550508841E-007,8.9277752544205E-007
0.4589,1.81145106845E-007,9.05725534225E-007
0.459,1.8373502733976E-007,9.1867513669879E-007
0.45906860351563,1.8551200834619E-007,9.2756004173093E-007
0.4591,1.8735376202907E-007,9.3676881014537E-007
0.4592,1.9322035279338E-007,9.6610176396692E-007
0.4593,1.9910466722441E-007,9.9552333612207E-007
0.4594,2.0497320933014E-007,1.0248660466507E-006
0.4595,2.1084247670192E-007,1.0542123835096E-006
0.4596,2.1671246937061E-007,1.083562346853E-006
0.4597,2.2258318736705E-007,1.1129159368352E-006
0.4598,2.284546307221E-007,1.1422731536105E-006
0.4599,2.3432679946662E-007,1.1716339973331E-006
0.46,2.4022020063605E-007,1.2011010031803E-006
0.46006889648437,2.4426715916286E-007,1.2213357958143E-006
0.4601,2.4655297558937E-007,1.2327648779469E-006
0.4602,2.5390263060191E-007,1.2695131530095E-006
0.4603,2.6125319137534E-007,1.3062659568767E-006
0.4604,2.6860465794787E-007,1.3430232897393E-006
0.4605,2.7595703035768E-007,1.3797851517884E-006
0.4606,2.8331030864297E-007,1.4165515432148E-006
0.4607,2.9066449284192E-007,1.4533224642096E-006
0.4608,2.9804502418769E-007,1.4902251209385E-006
0.4609,3.0540164829175E-007,1.5270082414588E-006
0.461,3.127591785014E-007,1.563795892507E-006
0.461069140625,3.1784671592212E-007,1.5892335796106E-006
0.4611,3.1880409664421E-007,1.594020483221E-006
0.4612,3.2190674355766E-007,1.6095337177883E-006
0.4613,3.2500977047011E-007,1.6250488523506E-006
0.4614,3.2811317739744E-007,1.6405658869872E-006
0.4615,3.3124523711525E-007,1.6562261855762E-006
0.4616,3.3434966909234E-007,1.6717483454617E-006
0.4617,3.3745448116433E-007,1.6872724058217E-006
0.4618,3.4055967334708E-007,1.7027983667354E-006
0.4619,3.4366524565646E-007,1.7183262282823E-006
0.462,3.4677119810833E-007,1.7338559905417E-006
0.46206943359375,3.4892788331632E-007,1.7446394165816E-006
0.4621,3.4910377509076E-007,1.7455188754538E-006
0.4622,3.4967926110236E-007,1.7483963055118E-006
0.4623,3.5028471064289E-007,1.7514235532145E-006
0.4624,3.5086038227931E-007,1.7543019113966E-006
0.4625,3.5143612217256E-007,1.7571806108628E-006
0.4626,3.5201193032538E-007,1.7600596516269E-006
0.4627,3.5258780674053E-007,1.7629390337027E-006
0.4628,3.5316375142076E-007,1.7658187571038E-006
0.4629,3.5373976436883E-007,1.7686988218441E-006
0.463,3.5431584558749E-007,1.7715792279374E-006
0.46306967773437,3.5473292168343E-007,1.7736646084172E-006
0.4631,3.5470639069653E-007,1.7735319534826E-006
0.4632,3.5458861432863E-007,1.7729430716432E-006
0.4633,3.5447082793575E-007,1.7723541396788E-006
0.4634,3.5435303151762E-007,1.7717651575881E-006
0.4635,3.5423522507398E-007,1.7711761253699E-006
0.4636,3.5411740860459E-007,1.7705870430229E-006
0.4637,3.5399958210918E-007,1.7699979105459E-006
0.4638,3.5388174558749E-007,1.7694087279375E-006
0.4639,3.5379405269693E-007,1.7689702634847E-006
0.464,3.5367618607623E-007,1.7683809303812E-006
0.464069921875,3.5359376556786E-007,1.7679688278393E-006
0.4641,3.5475188260071E-007,1.7737594130036E-006
0.4642,3.5860244020846E-007,1.7930122010423E-006
0.4643,3.6245329685062E-007,1.8122664842531E-006
0.4644,3.6630445253452E-007,1.8315222626726E-006
0.4645,3.7015590726747E-007,1.8507795363374E-006
0.4646,3.740076610568E-007,1.870038305284E-006
0.4647,3.7789195710003E-007,1.8894597855002E-006
0.4648,3.8174463774954E-007,1.9087231887477E-006
0.4649,3.855976175029E-007,1.9279880875145E-006
0.465,3.8945089636742E-007,1.9472544818371E-006
0.46507021484375,3.9215668987881E-007,1.960783449394E-006
0.4651,3.9133631062452E-007,1.9566815531226E-006
0.4652,3.8858184782728E-007,1.9429092391364E-006
0.4653,3.8582716879582E-007,1.9291358439791E-006
0.4654,3.8310495871944E-007,1.9155247935972E-006
0.4655,3.8034961212673E-007,1.9017480606337E-006
0.4656,3.775940492652E-007,1.887970246326E-006
0.4657,3.7483827012947E-007,1.8741913506473E-006
0.4658,3.7208227471414E-007,1.8604113735707E-006
0.4659,3.6932606301383E-007,1.8466303150691E-006
0.466,3.6656963502316E-007,1.8328481751158E-006
0.46607045898437,3.6462739464226E-007,1.8231369732113E-006
0.4661,3.6606699049735E-007,1.8303349524868E-006
0.4662,3.7094044801594E-007,1.8547022400797E-006
0.4663,3.7584635020199E-007,1.87923175101E-006
0.4664,3.8072098655746E-007,1.9036049327873E-006
0.4665,3.8559600445249E-007,1.9279800222624E-006
0.4666,3.9047140389669E-007,1.9523570194835E-006
0.4667,3.9534718489968E-007,1.9767359244984E-006
0.4668,4.0022334747107E-007,2.0011167373554E-006
0.4669,4.0509989162047E-007,2.0254994581023E-006
0.467,4.0997681735749E-007,2.0498840867874E-006
0.46707075195313,4.1345247813524E-007,2.0672623906762E-006
0.4671,4.1321724159203E-007,2.0660862079601E-006
0.4672,4.123776481455E-007,2.0618882407275E-006
